2026-04-10 22:56:14,266 | INFO | Module loaded: netscan
2026-04-10 22:56:14,270 | INFO | Module loaded: scan
2026-04-10 22:56:14,272 | INFO | Module loaded: version
2026-04-10 22:56:25,281 | INFO | {'module': 'version', 'status': 'completed'}
2026-04-10 22:56:46,265 | INFO | {'module': 'footprint', 'status': 'completed'}
2026-04-10 22:57:05,652 | INFO | {'module': 'geoip', 'status': 'completed'}
2026-04-10 22:57:48,858 | INFO | {'module': 'netscan', 'status': 'completed'}
2026-04-10 23:00:41,965 | INFO | Module loaded: footprint
2026-04-10 23:00:42,023 | INFO | Module loaded: geoip
2026-04-10 23:00:42,024 | INFO | Module loaded: help
2026-04-10 23:00:42,024 | INFO | Module loaded: netscan
2026-04-10 23:00:42,025 | INFO | Module loaded: scan
2026-04-10 23:00:42,026 | INFO | Module loaded: version
2026-04-10 23:53:27,134 | INFO | Log level from config: INFO
2026-04-10 23:53:27,192 | INFO | Module loaded: footprint
2026-04-10 23:53:27,529 | INFO | Module loaded: geoip
2026-04-10 23:53:27,530 | INFO | Module loaded: help
2026-04-10 23:53:27,531 | INFO | Module loaded: netscan
2026-04-10 23:53:27,532 | INFO | Module loaded: scan
2026-04-10 23:53:27,533 | INFO | Module loaded: version
2026-04-10 23:53:31,495 | INFO | {'module': 'help', 'target': 'local', 'status': 'success', 'data': '\nAvailable Commands:\n\nscan <ip>            -> ping + port scan\nhelp                 -> show commands\nversion              -> show tool version\nfootprint <domain>   -> get IP and hostname\ngeoip <ip>           -> get geolocation info\nnetscan <ip/network> -> scan network\n'}
2026-04-10 23:53:35,283 | INFO | {'module': 'version', 'status': 'completed'}
2026-04-10 23:53:58,575 | INFO | {'module': 'scan', 'status': 'error', 'error': 'eksik parametre'}
2026-04-10 23:55:26,800 | INFO | Log level from config: INFO
2026-04-10 23:55:26,807 | INFO | Module loaded: footprint
2026-04-10 23:55:26,847 | INFO | Module loaded: geoip
2026-04-10 23:55:26,848 | INFO | Module loaded: help
2026-04-10 23:55:26,848 | INFO | Module loaded: netscan
2026-04-10 23:55:26,849 | INFO | Module loaded: scan
2026-04-10 23:55:26,850 | INFO | Module loaded: version
2026-04-10 23:56:12,528 | INFO | Log level from config: INFO
2026-04-10 23:56:12,534 | INFO | Module loaded: footprint
2026-04-10 23:56:12,578 | INFO | Module loaded: geoip
2026-04-10 23:56:12,579 | INFO | Module loaded: help
2026-04-10 23:56:12,580 | INFO | Module loaded: netscan
2026-04-10 23:56:12,581 | INFO | Module loaded: scan
2026-04-10 23:56:12,581 | INFO | Module loaded: version
2026-04-10 23:56:19,407 | INFO | {'module': 'help', 'target': 'local', 'status': 'success', 'data': '\nAvailable Commands:\n\nscan <ip>            -> ping + port scan\nhelp                 -> show commands\nversion              -> show tool version\nfootprint <domain>   -> get IP and hostname\ngeoip <ip>           -> get geolocation info\nnetscan <ip/network> -> scan network\n'}
2026-04-10 23:57:05,144 | INFO | {'module': 'geoip', 'status': 'error', 'error': 'lookup failed'}
2026-04-10 23:57:35,914 | INFO | {'module': 'geoip', 'status': 'error', 'error': 'eksik argüman'}
2026-04-10 23:57:59,311 | INFO | {'module': 'geoip', 'status': 'completed'}
2026-04-10 23:58:30,603 | INFO | {'module': 'footprint', 'status': 'error', 'error': 'eksik argüman'}
2026-04-10 23:59:05,086 | INFO | {'module': 'footprint', 'status': 'error', 'error': '[Errno 11001] getaddrinfo failed'}
2026-04-11 15:13:42,153 | INFO | Log level from config: INFO
2026-04-11 15:13:42,187 | INFO | Module loaded: footprint
2026-04-11 15:13:42,294 | INFO | Module loaded: geoip
2026-04-11 15:13:42,306 | INFO | Module loaded: help
2026-04-11 15:13:42,310 | INFO | Module loaded: netscan
2026-04-11 15:13:42,329 | INFO | Module loaded: scan
2026-04-11 15:13:42,333 | INFO | Module loaded: version
2026-04-11 15:14:05,402 | INFO | {'module': 'help', 'target': 'local', 'status': 'success', 'data': '\nAvailable Commands:\n\nscan <ip>            -> ping + port scan\nhelp                 -> show commands\nversion              -> show tool version\nfootprint <domain>   -> get IP and hostname\ngeoip <ip>           -> get geolocation info\nnetscan <ip/network> -> scan network\n'}
2026-04-11 15:14:45,966 | INFO | {'module': 'footprint', 'status': 'completed'}
2026-04-11 15:15:09,222 | INFO | {'module': 'geoip', 'status': 'completed'}
2026-04-11 15:15:41,516 | INFO | {'module': 'netscan', 'status': 'error', 'error': 'eksik argüman'}
2026-04-11 15:16:04,664 | INFO | {'module': 'netscan', 'status': 'completed'}
2026-04-11 15:16:37,216 | INFO | {'module': 'scan', 'status': 'error', 'error': 'eksik parametre'}
2026-04-11 15:16:57,674 | INFO | {'module': 'scan', 'status': 'completed'}
2026-04-11 15:17:29,340 | INFO | {'module': 'scan', 'status': 'completed'}
2026-04-11 15:18:14,150 | INFO | {'module': 'version', 'status': 'completed'}
